sample Items	X0	X1		out		list0			list1			list2			list3			list4			list5			list6			list7			list8		
753	-262	910	==>	3												-262	910															
754	299	-588	==>	2									299	-588																		
755	699	959	==>	3												699	959															
756	835	128	==>	3												835	128															
757	346	594	==>	2									346	594																		
758	-739	-347	==>	3												-739	-347															
759	-868	497	==>	3												-868	497															
760	-437	268	==>	2									-437	268																		
761	402	-65	==>	1						402	-65																					
762	-291	31	==>	1						-291	31																					
763	860	996	==>	3												860	996															
764	-266	-144	==>	1						-266	-144																					
765	557	-527	==>	3												557	-527															
766	-252	957	==>	3												-252	957															
767	-50	382	==>	1						-50	382																					
768	-930	184	==>	3												-930	184															
769	631	420	==>	3												631	420															
770	656	-236	==>	2									656	-236																		
771	267	-578	==>	2									267	-578																		
772	900	284	==>	3												900	284															
773	-950	635	==>	3												-950	635															
774	-514	405	==>	2									-514	405																		
775	145	-568	==>	2									145	-568																		
776	-600	-927	==>	3												-600	-927															
777	15	216	==>	0			15	216																								
778	-518	-623	==>	3												-518	-623															
779	860	201	==>	3												860	201															
780	600	961	==>	3												600	961															
781	85	890	==>	3												85	890															
782	794	-740	==>	3												794	-740															
783	-776	-462	==>	3												-776	-462															
784	531	-665	==>	3												531	-665															
785	685	941	==>	3												685	941															
786	-551	322	==>	2									-551	322																		
787	525	174	==>	2									525	174																		
788	-978	791	==>	3												-978	791															
789	443	438	==>	2									443	438																		
790	-880	-443	==>	3												-880	-443															
791	963	-840	==>	3												963	-840															
792	654	-830	==>	3												654	-830															
793	758	8	==>	3												758	8															
794	-493	833	==>	3												-493	833															
795	795	-336	==>	3												795	-336															
796	850	58	==>	3												850	58															
797	692	964	==>	3												692	964															
798	-121	-656	==>	2									-121	-656																		
799	603	-924	==>	3												603	-924															
800	661	593	==>	3												661	593															
801	381	361	==>	2									381	361																		
802	859	812	==>	3												859	812															
803	562	-643	==>	3												562	-643															
804	542	949	==>	3												542	949															
805	470	93	==>	1						470	93																					
806	-617	-365	==>	2									-617	-365																		
807	984	474	==>	3												984	474															
808	-149	-812	==>	3												-149	-812															
809	587	150	==>	2									587	150																		
810	-542	-428	==>	2									-542	-428																		
811	-222	322	==>	1						-222	322																					
812	381	87	==>	1						381	87																					
813	-244	-869	==>	3												-244	-869															
814	539	436	==>	2									539	436																		
815	-532	625	==>	3												-532	625															
816	64	-593	==>	2									64	-593																		
817	-147	472	==>	1						-147	472																					
818	-728	-148	==>	2									-728	-148																		
819	299	-161	==>	1						299	-161																					
820	263	982	==>	3												263	982															
821	650	-835	==>	3												650	-835															
822	914	917	==>	3												914	917															
823	430	-238	==>	1						430	-238																					
824	534	682	==>	3												534	682															
